Accumulated Samples,Performance,Estimated Performance,Average Distance,Lower Bound,Upper Bound,Episode,Estimated Optimistic Performance,Optimistic Performance
0,0.99221266,0.0,0.55037904,1.0E-8,0.99999999,0.0,0.99999995,0.99221266
97,0.99221266,1.5472E-4,0.52081057,1.0E-8,0.8699621303503913,2.0,0.99999995,0.99221266
198,0.99221266,0.0029011,0.39007378,0.10088958779323681,0.7879993010956521,3.0,0.99999736,0.99221266
299,0.99221266,0.00271213,0.35546079,0.22228916454658032,0.790369063301521,4.0,0.99999453,0.99221266
349,0.99221266,0.01160544,0.32292084,0.21466548056860302,0.7327029404840285,6.0,0.99999471,0.99221266
587,0.99221266,0.05495986,0.27367698,0.28166266425217945,0.6808373357478206,9.0,0.99999132,0.99221266
669,0.99221266,0.09712802,0.25154984,0.29425034541920514,0.6674982884605762,10.0,0.99999103,0.99221266
770,0.99221266,0.0764785,0.26152009,0.330991200595975,0.6836429457454885,11.0,0.99998794,0.99221266
835,0.99221266,0.15108748,0.23184438,0.3214230447457317,0.6565505235362067,13.0,0.99998915,0.99221266
1024,0.99221266,0.25461016,0.20435152,0.33693933770134116,0.638149630270189,15.0,0.99998829,0.99221266
1125,0.99221266,0.29653842,0.19524262,0.3464071739758938,0.6341123065435867,16.0,0.99998709,0.99221266
1327,0.99221266,0.43388225,0.18256743,0.3314710601191426,0.5932601226765563,19.0,0.99998719,0.99221266
1394,0.99221266,0.50512448,0.18774827,0.32010365835453275,0.5738357355848611,21.0,0.99998801,0.99221266
1640,0.99221266,0.5308253,0.16065963,0.348392593150133,0.5840692804882112,24.0,0.99998605,0.99221266
1833,0.99221266,0.61189479,0.142257,0.3583216608840643,0.5812494892134015,28.0,0.99998622,0.99221266
1985,0.99221266,0.64656288,0.13036935,0.36746916846894573,0.5819893152855669,30.0,0.99998601,0.99221266
2159,0.99221266,0.66566934,0.12655363,0.3738490782253341,0.5796392938676892,32.0,0.99998483,0.99221266
