Accumulated Samples,Performance,Estimated Performance,Average Distance,Lower Bound,Upper Bound,Episode,Estimated Optimistic Performance,Optimistic Performance
0,0.79921054,0.0,0.5391576,1.0E-8,0.5187146827017839,0.0,1.0,0.80571623
210,0.79968427,0.0,0.53886547,1.0E-8,0.466558129330361,10.0,1.0,0.805314
693,0.8001907,0.0,0.53816307,1.0E-8,0.4207028056639416,33.0,1.0,0.80613011
903,0.8001907,0.0,0.53784274,1.0E-8,0.4207028056639416,43.0,1.0,0.80613084
1533,0.80019071,0.0,0.53690377,1.0E-8,0.4339151879986881,73.0,1.0,0.80930389
2100,0.80019071,0.0,0.53616022,1.0E-8,0.38237693750511226,100.0,1.0,0.80928836
2520,0.79221383,4.0E-8,0.53562238,1.0E-8,0.37987939416926364,120.0,1.0,0.80928522
3024,0.79221383,1.0E-7,0.53506838,1.0E-8,0.36067737549143064,144.0,1.0,0.80617843
3696,0.79221383,2.9E-7,0.53432621,1.0E-8,0.3495759806930934,176.0,1.0,0.80613334
4578,0.79221383,5.3E-7,0.53351115,1.0E-8,0.32688046142875266,218.0,1.0,0.81331545
5103,0.78974391,6.6E-7,0.5330968,1.0E-8,0.32688046142875266,243.0,1.0,0.81871553
5859,0.78974391,8.7E-7,0.53246824,1.0E-8,0.30740814682118345,279.0,1.0,0.81505385
6531,0.78974391,1.08E-6,0.53198269,1.0E-8,0.29422198476495165,311.0,1.0,0.81578973
8379,0.78974391,1.84E-6,0.53089613,0.027854575072674526,0.2927195876067513,399.0,1.0,0.81578979
10311,0.78974736,2.48E-6,0.53000259,0.04465850527406097,0.2847532594318214,491.0,1.0,0.81578973
13062,0.7903496,6.07E-6,0.52889398,0.055038936205391006,0.26945404351379776,622.0,1.0,0.81791832
14784,0.79257357,9.65E-6,0.5282886,0.056678118683320025,0.25867457841211566,704.0,1.0,0.8158639
15897,0.7986105,1.116E-5,0.52792818,0.05841222324054286,0.25344344686254994,757.0,1.0,0.82160917
